,0
accuracy,0.702013422818792
brier_score,0.1980225236212185
auc_roc,0.7659360689458432
w_rf,0.3336509966479304
w_xgb,0.33629834961263283
w_gb,0.33005065373943687
cumple_accuracy,True
cumple_brier,False
